index,alltime,country,id,pollyear,position,artist,track,releaseyear,url,release_date
729,False,UK,730,2004.0,1.0,Franz Ferdinand,Take Me Out,2004.0,https://genius.com/Franz-Ferdinand-take-me-out-lyrics,"[2004, 1, 12]"
730,False,Australia,731,2004.0,2.0,Missy Higgins,Scar,2004.0,https://genius.com/Missy-Higgins-scar-lyrics,"[2004, 9, 6]"
731,False,Australia,732,2004.0,3.0,Eskimo Joe,From the Sea,2004.0,https://genius.com/Eskimo-Joe-from-the-sea-lyrics,---
732,False,USA,733,2004.0,4.0,The Killers,Somebody Told Me,2004.0,https://genius.com/The-Killers-somebody-told-me-lyrics,"[2004, 3, 15]"
733,False,Australia,734,2004.0,5.0,Spiderbait,Black Betty,2004.0,https://genius.com/Spiderbait-black-betty-lyrics,"[2004, 9, 6]"
734,False,Australia,735,2004.0,6.0,Missy Higgins,Ten Days,2004.0,https://genius.com/Missy-Higgins-ten-days-lyrics,---
735,False,Australia,736,2004.0,7.0,John Butler Trio,Somethings Gotta Give,2004.0,https://genius.com/John-Butler-Trio-somethings-gotta-give-lyrics,"[2004, 12, 6]"
736,False,Australia,737,2004.0,8.0,Little Birdy,Beautiful to Me,2004.0,https://genius.com/Little-Birdy-beautiful-to-me-lyrics,---
737,False,Australia,738,2004.0,9.0,Powderfinger,Bless My Soul,2004.0,https://genius.com/Powderfinger-bless-my-soul-lyrics,---
738,False,USA,739,2004.0,10.0,The White Stripes,Jolene {Live},2004.0,The White Stripes,---
739,False,USA,740,2004.0,11.0,Modest Mouse,Float On,2004.0,https://genius.com/Modest-Mouse-float-on-lyrics,"[2003, 11, 15]"
740,False,USA,741,2004.0,12.0,The Dresden Dolls,Coin-Operated Boy,2004.0,https://genius.com/The-Dresden-Dolls-coin-operated-boy-lyrics,"[2003, 9, 26]"
741,False,USA,742,2004.0,13.0,The Killers,Mr. Brightside,2004.0,The Killers,---
742,False,Australia,743,2004.0,15.0,Ben Lee,Gamble Everything for Love,2004.0,https://genius.com/Ben-Lee-gamble-everything-for-love-lyrics,"[2005, 2, 22]"
743,False,Australia,744,2004.0,16.0,Grinspoon,Hard Act to Follow,2004.0,https://genius.com/Grinspoon-hard-act-to-follow-lyrics,---
744,False,Australia,745,2004.0,17.0,Butterfingers,Yo Mama,2004.0,https://genius.com/Butterfingers-yo-mama-lyrics,---
745,False,UK,746,2004.0,18.0,The Streets,Fit But You Know It,2004.0,https://genius.com/The-Streets-fit-but-you-know-it-lyrics,"[2004, 4, 26]"
746,False,UK,747,2004.0,19.0,The Streets,Dry Your Eyes,2004.0,https://genius.com/The-Streets-dry-your-eyes-lyrics,"[2004, 5, 17]"
747,False,Canada,748,2004.0,21.0,William Shatner,Common People,2004.0,https://genius.com/William-Shatner-common-people-lyrics,---
748,False,USA,749,2004.0,22.0,Green Day,American Idiot,2004.0,https://genius.com/Green-Day-american-idiot-lyrics,"[2004, 8, 31]"
749,False,USA,750,2004.0,23.0,Scissor Sisters,Take Your Mama,2004.0,https://genius.com/Scissor-Sisters-take-your-mama-lyrics,"[2004, 3, 29]"
750,False,Australia,751,2004.0,26.0,Grinspoon,Better Off Alone,2004.0,https://genius.com/Grinspoon-better-off-alone-lyrics,---
751,False,USA,752,2004.0,28.0,Beastie Boys,Ch-Check It Out,2004.0,https://genius.com/Beastie-Boys-ch-check-it-out-lyrics,---
752,False,UK,753,2004.0,29.0,Franz Ferdinand,This Fire,2004.0,https://genius.com/Franz-Ferdinand-this-fire-lyrics,"[2004, 11, 12]"
753,False,USA,754,2004.0,30.0,The Dresden Dolls,Girl Anachronism,2004.0,https://genius.com/The-Dresden-Dolls-girl-anachronism-lyrics,"[2003, 9, 26]"
754,False,USA,755,2004.0,31.0,Kings of Leon,The Bucket,2004.0,https://genius.com/Kings-of-Leon-the-bucket-lyrics,"[2005, 2, 22]"
755,False,Australia,756,2004.0,32.0,Eskimo Joe,Older Than You,2004.0,https://genius.com/Eskimo-Joe-older-than-you-lyrics,---
756,False,UK,757,2004.0,33.0,The Bees,Chicken Payback,2004.0,The Bees,---
757,False,Australia,758,2004.0,34.0,Machine Gun Fellatio,What the Fuck?,2004.0,https://genius.com/Machine-Gun-Fellatio-what-the-fuck-lyrics,---
758,False,New Zealand,759,2004.0,35.0,Scribe,Not Many - The Remix!,2004.0,Scribe,---
759,False,USA,760,2004.0,36.0,Jeff Buckley,Forget Her,2004.0,https://genius.com/Jeff-Buckley-forget-her-lyrics,"[1994, 8, 23]"
760,False,USA,761,2004.0,37.0,Ben Folds,Adelaide,2004.0,https://genius.com/Ben-Folds-adelaide-lyrics,"[2004, 8, 24]"
761,False,Ireland,762,2004.0,38.0,U2,Vertigo,2004.0,https://genius.com/U2-vertigo-lyrics,"[2004, 11, 8]"
762,False,USA,763,2004.0,39.0,The Killers,Smile Like You Mean It,2004.0,https://genius.com/The-Killers-smile-like-you-mean-it-lyrics,"[2005, 5, 2]"
763,False,Australia,764,2004.0,40.0,Little Birdy,This is a Love Song,2004.0,https://genius.com/Little-Birdy-this-is-a-love-song-lyrics,---
764,False,UK,765,2004.0,41.0,Faithless,Mass Destruction,2004.0,https://genius.com/Faithless-mass-destruction-lyrics,"[2004, 5, 31]"
765,False,Australia,766,2004.0,42.0,Lior,This Old Love,2004.0,https://genius.com/Lior-this-old-love-lyrics,---
766,False,UK,767,2004.0,43.0,Dogs Die in Hot Cars,Godhopping,2004.0,https://genius.com/Dogs-Die-in-Hot-Cars-godhopping-lyrics,---
767,False,USA,768,2004.0,44.0,Scissor Sisters,Take Me Out {Franz Ferdinand cover},2004.0,Scissor Sisters,---
768,False,Australia,769,2004.0,45.0,Wolfmother,Woman,2004.0,https://genius.com/Wolfmother-woman-lyrics,"[2006, 6, 17]"
769,False,Germany,770,2004.0,46.0,Rammstein,Amerika,2004.0,https://genius.com/Rammstein-amerika-lyrics,"[2004, 9, 6]"
770,False,USA,771,2004.0,48.0,Elliott Smith,Memory Lane,2004.0,https://genius.com/Elliott-Smith-memory-lane-lyrics,"[2004, 10, 19]"
771,False,Australia,772,2004.0,49.0,Missy Higgins,Casualty,2004.0,https://genius.com/Missy-Higgins-casualty-lyrics,---
772,False,UK,773,2004.0,50.0,Franz Ferdinand,The Dark of the Matinee,2004.0,https://genius.com/Franz-Ferdinand-the-dark-of-the-matinee-lyrics,"[2004, 4, 19]"
773,False,Australia,774,2004.0,51.0,John Butler Trio,What You Want,2004.0,https://genius.com/John-Butler-Trio-what-you-want-lyrics,"[2004, 3, 8]"
774,False,Australia,775,2004.0,52.0,Regurgitator,My Friend Robot,2004.0,https://genius.com/Regurgitator-my-friend-robot-lyrics,---
775,False,UK,776,2004.0,53.0,Placebo,English Summer Rain,2004.0,https://genius.com/Placebo-english-summer-rain-lyrics,"[2003, 3, 24]"
776,False,Australia,777,2004.0,54.0,The Waifs,Bridal Train,2004.0,https://genius.com/The-Waifs-bridal-train-lyrics,---
777,False,Sweden,778,2004.0,55.0,The Hives,Walk Idiot Walk,2004.0,https://genius.com/The-Hives-walk-idiot-walk-lyrics,"[2004, 7, 19]"
778,False,Australia,779,2004.0,56.0,Xavier Rudd,Shelter,2004.0,https://genius.com/Xavier-Rudd-shelter-lyrics,---
779,False,New Zealand,780,2004.0,57.0,Evermore,For One Day,2004.0,https://genius.com/Evermore-for-one-day-lyrics,---
780,False,USA,781,2004.0,58.0,Scissor Sisters,Laura,2004.0,https://genius.com/Scissor-Sisters-laura-lyrics,"[2004, 2, 2]"
781,False,Australia,782,2004.0,59.0,Xavier Rudd,Solace,2004.0,https://genius.com/Xavier-Rudd-solace-lyrics,---
782,False,Australia,783,2004.0,60.0,Your Wedding Night,Lachlan,2004.0,Your Wedding Night,---
783,False,USA,784,2004.0,61.0,Deep Dish,Flash Dance,2004.0,https://genius.com/Deep-Dish-flash-dance-lyrics,"[2004, 11, 8]"
784,False,Australia,785,2004.0,62.0,Eskimo Joe,Smoke,2004.0,https://genius.com/Eskimo-Joe-smoke-lyrics,---
785,False,USA,786,2004.0,63.0,N.E.R.D.,She Wants to Move,2004.0,N.E.R.D.,---
786,False,Australia,787,2004.0,64.0,Epicure,Self Destruct in 5,2004.0,Epicure,---
787,False,UK,788,2004.0,65.0,Chemical Brothers,Galvanize,2004.0,https://genius.com/Chemical-Brothers-galvanize-lyrics,"[2005, 1, 17]"
788,False,USA,789,2004.0,66.0,Devendra Banhart,Little Yellow Spider,2004.0,https://genius.com/Devendra-Banhart-little-yellow-spider-lyrics,---
789,False,USA,790,2004.0,67.0,The Black Keys,10am Automatic,2004.0,The Black Keys,---
790,False,Australia,791,2004.0,68.0,Powderfinger,Process This,2004.0,https://genius.com/Powderfinger-process-this-lyrics,---
791,False,UK,792,2004.0,69.0,The Freestylers,Push Up,2004.0,The Freestylers,---
792,False,UK,793,2004.0,70.0,Starsailor,Four to the Floor {Thin White Duke Remix},2004.0,Starsailor,---
793,False,USA,794,2004.0,72.0,The Polyphonic Spree,Hold Me Now,2004.0,https://genius.com/The-Polyphonic-Spree-hold-me-now-lyrics,---
794,False,Australia,795,2004.0,73.0,The Panda Band,Sleepy Little Deathtoll Town,2004.0,The Panda Band,---
795,False,USA,796,2004.0,74.0,Interpol,Slow Hands,2004.0,https://genius.com/Interpol-slow-hands-lyrics,"[2004, 9, 13]"
796,False,USA,797,2004.0,76.0,Interpol,Evil,2004.0,https://genius.com/Interpol-evil-lyrics,"[2005, 1, 3]"
797,False,UK,798,2004.0,77.0,Snow Patrol,Run,2004.0,https://genius.com/Snow-Patrol-run-lyrics,"[2004, 1, 26]"
798,False,Australia,799,2004.0,79.0,Dallas Crane,Dirty Hearts,2004.0,https://genius.com/Dallas-Crane-dirty-hearts-lyrics,---
799,False,Australia,800,2004.0,80.0,The Dissociatives,Young Man Old Man,2004.0,The Dissociatives,---
800,False,Australia,801,2004.0,81.0,End of Fashion,Rough Diamonds,2004.0,https://genius.com/End-of-Fashion-rough-diamonds-lyrics,---
801,False,UK,802,2004.0,82.0,Mylo,Drop the Pressure,2004.0,https://genius.com/Mylo-drop-the-pressure-lyrics,---
802,False,Australia,803,2004.0,83.0,Dallas Crane,Numb All Over,2004.0,https://genius.com/Dallas-Crane-numb-all-over-lyrics,---
803,False,UK,804,2004.0,84.0,Dogs Die in Hot Cars,I Love You Because I Have To,2004.0,Dogs Die in Hot Cars,---
804,False,Australia,805,2004.0,85.0,Regurgitator,The Drop,2004.0,https://genius.com/Regurgitator-the-drop-lyrics,---
805,False,Canada,806,2004.0,86.0,The Unicorns,I Was Born (A Unicorn),2004.0,https://genius.com/The-Unicorns-i-was-born-a-unicorn-lyrics,---
