index,alltime,country,id,pollyear,position,artist,track,releaseyear,url,release_date
264,False,UK,265,2009.0,1.0,Mumford & Sons,Little Lion Man,2009.0,Mumford & Sons,---
265,False,Australia,266,2009.0,2.0,Art vs Science,Parlez Vous Francais?,2009.0,https://genius.com/Art-vs-Science-parlez-vous-francais-lyrics,---
266,False,Australia,267,2009.0,3.0,Hilltop Hoods,Chase That Feeling,2009.0,https://genius.com/Hilltop-Hoods-chase-that-feeling-lyrics,"[2009, 5, 5]"
267,False,France,268,2009.0,4.0,Phoenix,Lisztomania,2009.0,https://genius.com/Phoenix-lisztomania-lyrics,"[2009, 5, 25]"
268,False,Australia,269,2009.0,5.0,Bluejuice,Broken Leg,2009.0,https://genius.com/Bluejuice-broken-leg-lyrics,"[2009, 1, 1]"
269,False,UK,270,2009.0,6.0,La Roux,Bulletproof,2009.0,https://genius.com/La-Roux-bulletproof-lyrics,"[2009, 6, 21]"
270,False,Australia,271,2009.0,7.0,Lisa Mitchell,Coin Laundry,2009.0,https://genius.com/Lisa-Mitchell-coin-laundry-lyrics,"[2009, 4, 24]"
271,False,UK,272,2009.0,8.0,Lily Allen,Not Fair,2009.0,https://genius.com/Lily-Allen-not-fair-lyrics,"[2009, 2, 4]"
272,False,UK,273,2009.0,9.0,Muse,Uprising,2009.0,https://genius.com/Muse-uprising-lyrics,"[2009, 9, 14]"
273,False,UK,274,2009.0,10.0,Florence and the Machine,Dog Days Are Over,2009.0,https://genius.com/Florence-and-the-Machine-dog-days-are-over-lyrics,"[2009, 7, 3]"
274,False,USA,275,2009.0,11.0,Yeah Yeah Yeahs,Heads Will Roll,2009.0,https://genius.com/Yeah-Yeah-Yeahs-heads-will-roll-lyrics,"[2009, 6, 29]"
275,False,UK,276,2009.0,12.0,Dizzee Rascal and Armand Van Helden,Bonkers,2009.0,Dizzee Rascal and Armand Van Helden,---
276,False,France,277,2009.0,13.0,Phoenix,1901,2009.0,https://genius.com/Phoenix-1901-lyrics,"[2009, 5, 25]"
277,False,USA,278,2009.0,15.0,Edward Sharpe and the Magnetic Zeros,Home,2009.0,https://genius.com/Edward-Sharpe-and-the-Magnetic-Zeros-home-lyrics,"[2009, 7, 7]"
278,False,USA,279,2009.0,16.0,Gossip,Heavy Cross,2009.0,https://genius.com/Gossip-heavy-cross-lyrics,"[2009, 4, 28]"
