index,alltime,country,id,pollyear,position,artist,track,releaseyear,url,release_date
1547,False,Australia,1548,2003.0,1.0,Jet,Are You Gonna Be My Girl?,2003.0,https://genius.com/Jet-are-you-gonna-be-my-girl-lyrics,"[2003, 8, 25]"
1548,False,USA,1549,2003.0,2.0,OutKast,Hey Ya!,2003.0,https://genius.com/OutKast-hey-ya-lyrics,"[2003, 9, 9]"
1549,False,USA,1550,2003.0,3.0,The White Stripes,Seven Nation Army,2003.0,https://genius.com/The-White-Stripes-seven-nation-army-lyrics,"[2003, 3, 7]"
1550,False,Australia,1551,2003.0,4.0,Powderfinger,(Baby I've Got You) On My Mind,2003.0,https://genius.com/Powderfinger-baby-ive-got-you-on-my-mind-lyrics,"[2003, 11, 10]"
1551,False,UK,1552,2003.0,5.0,Coldplay,Clocks {Royksopp Remix},2003.0,Coldplay,---
1552,False,Australia,1553,2003.0,6.0,The Cat Empire,Hello,2003.0,https://genius.com/The-Cat-Empire-hello-lyrics,---
1553,False,Australia,1554,2003.0,7.0,Powderfinger,Sunsets,2003.0,https://genius.com/Powderfinger-sunsets-lyrics,"[2004, 1, 4]"
1554,False,Australia,1555,2003.0,8.0,The John Butler Trio,Zebra,2003.0,The John Butler Trio,---
1555,False,Australia,1556,2003.0,9.0,Hilltop Hoods,The Nosebleed Section,2003.0,https://genius.com/Hilltop-Hoods-the-nosebleed-section-lyrics,"[2003, 9, 22]"
1556,False,Australia,1557,2003.0,10.0,Powderfinger,Love Your Way,2003.0,https://genius.com/Powderfinger-love-your-way-lyrics,"[2004, 5, 25]"
1557,False,Australia,1558,2003.0,11.0,Something for Kate,Deja Vu,2003.0,https://genius.com/Something-for-Kate-deja-vu-lyrics,---
1558,False,Australia,1559,2003.0,12.0,The Waifs,Lighthouse,2003.0,https://genius.com/The-Waifs-lighthouse-lyrics,---
1559,False,USA,1560,2003.0,13.0,The Dandy Warhols,We Used to Be Friends,2003.0,https://genius.com/The-Dandy-Warhols-we-used-to-be-friends-lyrics,"[2003, 4, 23]"
1560,False,USA,1561,2003.0,14.0,The White Stripes,The Hardest Button to Button,2003.0,https://genius.com/The-White-Stripes-the-hardest-button-to-button-lyrics,"[2003, 12, 3]"
1561,False,Australia,1562,2003.0,15.0,Butterfingers,I Love Work,2003.0,https://genius.com/Butterfingers-i-love-work-lyrics,---
1562,False,Australia,1563,2003.0,16.0,Little Birdy,Relapse,2003.0,https://genius.com/Little-Birdy-relapse-lyrics,---
1563,False,USA,1564,2003.0,17.0,Jack Johnson,Taylor,2003.0,https://genius.com/Jack-Johnson-taylor-lyrics,---
1564,False,USA,1565,2003.0,18.0,Ben Harper,Diamonds on the Inside,2003.0,https://genius.com/Ben-Harper-diamonds-on-the-inside-lyrics,---
1565,False,Australia,1566,2003.0,19.0,Jet,Rollover DJ,2003.0,https://genius.com/Jet-rollover-dj-lyrics,"[2003, 9, 14]"
1566,False,Australia,1567,2003.0,20.0,Pete Murray,Feeler,2003.0,https://genius.com/Pete-Murray-feeler-lyrics,---
1567,False,Australia,1568,2003.0,21.0,Epicure,Armies Against Me,2003.0,https://genius.com/Epicure-armies-against-me-lyrics,---
1568,False,USA,1569,2003.0,22.0,Red Hot Chili Peppers,Fortune Faded,2003.0,https://genius.com/Red-Hot-Chili-Peppers-fortune-faded-lyrics,"[2003, 11, 3]"
1569,False,USA,1570,2003.0,24.0,Jack Johnson,The Horizon Has Been Defeated,2003.0,https://genius.com/Jack-Johnson-the-horizon-has-been-defeated-lyrics,---
1570,False,Australia,1571,2003.0,25.0,Little Birdy,Baby Blue,2003.0,https://genius.com/Little-Birdy-baby-blue-lyrics,---
1571,False,USA,1572,2003.0,28.0,Electric Six,Danger! High Voltage,2003.0,https://genius.com/Electric-Six-danger-high-voltage-lyrics,"[2003, 1, 6]"
1572,False,USA,1573,2003.0,29.0,Ben Harper,With My Own Two Hands,2003.0,https://genius.com/Ben-Harper-with-my-own-two-hands-lyrics,---
1573,False,UK,1574,2003.0,30.0,Placebo,The Bitter End,2003.0,https://genius.com/Placebo-the-bitter-end-lyrics,"[2003, 3, 10]"
1574,False,UK,1575,2003.0,31.0,Muse,Time Is Running Out,2003.0,https://genius.com/Muse-time-is-running-out-lyrics,"[2003, 9, 8]"
1575,False,USA,1576,2003.0,32.0,The Dandy Warhols,You Were The Last High,2003.0,https://genius.com/The-Dandy-Warhols-you-were-the-last-high-lyrics,"[2003, 7, 28]"
1576,False,USA,1577,2003.0,33.0,Electric Six,Gay Bar,2003.0,https://genius.com/Electric-Six-gay-bar-lyrics,"[2003, 5, 20]"
1577,False,USA,1578,2003.0,34.0,Michael Franti and Spearhead,Everyone Deserves Music,2003.0,https://genius.com/Michael-Franti-and-Spearhead-everyone-deserves-music-lyrics,---
1578,False,Australia,1579,2003.0,35.0,Magic Dirt,Plastic Loveless Letter,2003.0,https://genius.com/Magic-Dirt-plastic-loveless-letter-lyrics,---
1579,False,Australia,1580,2003.0,37.0,The Cat Empire,Days Like These,2003.0,https://genius.com/The-Cat-Empire-days-like-these-lyrics,---
